,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1005,Mycobacterium~phage~PBI1,Caudovirales,Siphoviridae,Pbi1virus,182_0,Clustered,5,VC_182_0,5,0.5438,0.99999992,0.5438,4,1,1,1.0
1006,Mycobacterium~phage~PLot,Caudovirales,Siphoviridae,Plotvirus,182_0,Clustered,5,VC_182_0,5,0.5438,0.99999992,0.5438,4,1,1,1.0
1007,Mycobacterium~phage~Panchino,Caudovirales,Siphoviridae,Redivirus,32_0,Clustered,8,VC_32_0,8,0.3805,1.0,0.3805,4,1,1,1.0
1008,Mycobacterium~phage~Papez,Unassigned,Unassigned,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1009,Mycobacterium~phage~Pari,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1010,Mycobacterium~phage~PattyP,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1011,Mycobacterium~phage~PegLeg,Caudovirales,Siphoviridae,Unassigned,103_0,Clustered,2,VC_103_0,2,0.0557,0.95336529,0.0531,2,1,1,1.0
1012,Mycobacterium~phage~Pepe,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1013,Mycobacterium~phage~Phaedrus,Caudovirales,Siphoviridae,Unassigned,37_0,Clustered,6,VC_37_0,6,0.2148,1.0,0.2148,2,1,1,1.0
1014,Mycobacterium~phage~Phantastic,Caudovirales,Siphoviridae,Unassigned,1_1,Clustered,7,VC_1_1,7,0.1683,1.0,0.1683,2,1,1,1.0
1015,Mycobacterium~phage~PhatBacter,Caudovirales,Siphoviridae,Unassigned,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1016,Mycobacterium~phage~Phatniss,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1017,Mycobacterium~phage~Phaux,Caudovirales,Siphoviridae,Unassigned,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1018,Mycobacterium~phage~Phayonce,Caudovirales,Siphoviridae,Phayoncevirus,22_0,Clustered,7,VC_22_0,7,0.5058,1.0,0.5058,4,2,2,1.0
1019,Mycobacterium~phage~Phelemich,Caudovirales,Siphoviridae,Unassigned,60_2,Clustered,11,VC_60_2,11,0.2424,1.0,0.2424,3,1,1,1.0
1020,Mycobacterium~phage~Phipps,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1021,Mycobacterium~phage~Phlyer,Caudovirales,Siphoviridae,Unassigned,37_0,Clustered,6,VC_37_0,6,0.2148,1.0,0.2148,2,1,1,1.0
1022,Mycobacterium~phage~Phrann,Caudovirales,Siphoviridae,Redivirus,32_0,Clustered,8,VC_32_0,8,0.3805,1.0,0.3805,4,1,1,1.0
1023,Mycobacterium~phage~PhrostyMug,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1024,Mycobacterium~phage~Phrux,Caudovirales,Siphoviridae,Unassigned,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1025,Mycobacterium~phage~Pinto,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1026,Mycobacterium~phage~Pioneer,Caudovirales,Siphoviridae,Unassigned,18_0,Clustered,3,VC_18_0,3,0.0486,0.99851017,0.0485,2,2,2,1.0
1027,Mycobacterium~phage~Pipefish,Caudovirales,Siphoviridae,Pipefishvirus,37_0,Clustered,6,VC_37_0,6,0.2148,1.0,0.2148,2,1,1,1.0
1028,Mycobacterium~phage~Piro94,Caudovirales,Siphoviridae,Unassigned,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1029,Mycobacterium~phage~Pleione,Caudovirales,Myoviridae,Bxz1virus,218_0,Clustered,19,VC_218_0,19,0.8968,1.0,0.8968,2,2,2,1.0
1030,Mycobacterium~phage~PopTart,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1031,Mycobacterium~phage~Pops,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1032,Mycobacterium~phage~Predator,Caudovirales,Siphoviridae,Barnyardvirus,205_0,Clustered,4,VC_205_0,4,0.4596,0.99997218,0.4596,2,1,1,1.0
1033,Mycobacterium~phage~Quico,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1034,Mycobacterium~phage~Quink,Caudovirales,Siphoviridae,Unassigned,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1035,Mycobacterium~phage~RedRock,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1036,Mycobacterium~phage~Redi,Caudovirales,Siphoviridae,Redivirus,32_0,Clustered,8,VC_32_0,8,0.3805,1.0,0.3805,4,1,1,1.0
1037,Mycobacterium~phage~RhynO,Caudovirales,Siphoviridae,Unassigned,1_2,Clustered,12,VC_1_2,12,0.2517,1.0,0.2517,2,1,1,1.0
1038,Mycobacterium~phage~RidgeCB,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1039,Mycobacterium~phage~Rizal,Caudovirales,Myoviridae,Bxz1virus,218_0,Clustered,19,VC_218_0,19,0.8968,1.0,0.8968,2,2,2,1.0
1040,Mycobacterium~phage~Rufus,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1041,Mycobacterium~phage~SWU1,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1042,Mycobacterium~phage~Saal,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1043,Mycobacterium~phage~Sarfire,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1044,Mycobacterium~phage~ScottMcG,Caudovirales,Myoviridae,Bxz1virus,218_0,Clustered,19,VC_218_0,19,0.8968,1.0,0.8968,2,2,2,1.0
1045,Mycobacterium~phage~Seabiscuit,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1046,Mycobacterium~phage~Seagreen,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1047,Mycobacterium~phage~Serenity,Caudovirales,Siphoviridae,Unassigned,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1048,Mycobacterium~phage~Severus,Caudovirales,Siphoviridae,Unassigned,1_2,Clustered,12,VC_1_2,12,0.2517,1.0,0.2517,2,1,1,1.0
1049,Mycobacterium~phage~ShedlockHolmes,Caudovirales,Siphoviridae,Unassigned,63_2,Clustered,12,VC_63_2,12,0.5044,1.0,0.5044,2,1,1,0.803
1050,Mycobacterium~phage~Sheen,Caudovirales,Siphoviridae,Unassigned,1_2,Clustered,12,VC_1_2,12,0.2517,1.0,0.2517,2,1,1,1.0
1051,Mycobacterium~phage~ShiVal,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1052,Mycobacterium~phage~Shipwreck,Unassigned,Unassigned,Unassigned,22_0,Clustered,7,VC_22_0,7,0.5058,1.0,0.5058,4,2,2,1.0
1053,Mycobacterium~phage~SiSi,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1054,Mycobacterium~phage~SkiPole,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1055,Mycobacterium~phage~Smeadley,Caudovirales,Siphoviridae,Unassigned,1_0,Clustered,9,VC_1_0,9,0.25,1.0,0.25,1,1,1,0.75
1056,Mycobacterium~phage~Sneeze,Unassigned,Unassigned,Unassigned,49_0,Clustered,9,VC_49_0,9,0.5315,1.0,0.5315,2,2,2,1.0
1057,Mycobacterium~phage~Snenia,Caudovirales,Siphoviridae,Unassigned,73_0,Clustered,9,VC_73_0,9,0.6713,1.0,0.6713,2,2,2,1.0
1058,Mycobacterium~phage~Solon,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1059,Mycobacterium~phage~Soto,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1060,Mycobacterium~phage~Sparkdehlily,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1061,Mycobacterium~phage~Spud,Caudovirales,Myoviridae,Bxz1virus,218_0,Clustered,19,VC_218_0,19,0.8968,1.0,0.8968,2,2,2,1.0
1062,Mycobacterium~phage~Stinger,Caudovirales,Siphoviridae,Coopervirus,60_2,Clustered,11,VC_60_2,11,0.2424,1.0,0.2424,3,1,1,1.0
1063,Mycobacterium~phage~Suffolk,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1064,Mycobacterium~phage~SweetiePie,Caudovirales,Siphoviridae,Unassigned,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1065,Mycobacterium~phage~Swirley,Caudovirales,Siphoviridae,Unassigned,1_0,Clustered,9,VC_1_0,9,0.25,1.0,0.25,1,1,1,0.75
1066,Mycobacterium~phage~Swish,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1067,Mycobacterium~phage~TM4,Caudovirales,Siphoviridae,Tm4virus,63_2,Clustered,12,VC_63_2,12,0.5044,1.0,0.5044,2,1,1,0.803
1068,Mycobacterium~phage~Taj,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1069,Mycobacterium~phage~Tasp14,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1070,Mycobacterium~phage~Theia,Caudovirales,Siphoviridae,Unassigned,1_0,Clustered,9,VC_1_0,9,0.25,1.0,0.25,1,1,1,0.75
1071,Mycobacterium~phage~TheloniousMonk,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1072,Mycobacterium~phage~Tiffany,Caudovirales,Siphoviridae,Unassigned,1_1,Clustered,7,VC_1_1,7,0.1683,1.0,0.1683,2,1,1,1.0
1073,Mycobacterium~phage~Tonenili,Unassigned,Unassigned,Unassigned,218_0,Clustered,19,VC_218_0,19,0.8968,1.0,0.8968,2,2,2,1.0
1074,Mycobacterium~phage~Toto,Caudovirales,Siphoviridae,Cjw1virus,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1075,Mycobacterium~phage~Trike,Caudovirales,Siphoviridae,Unassigned,1_2,Clustered,12,VC_1_2,12,0.2517,1.0,0.2517,2,1,1,1.0
1076,Mycobacterium~phage~Trixie,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1077,Mycobacterium~phage~Troll4,Caudovirales,Siphoviridae,Unassigned,182_0,Clustered,5,VC_182_0,5,0.5438,0.99999992,0.5438,4,1,1,1.0
1078,Mycobacterium~phage~Trouble,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1079,Mycobacterium~phage~Turbido,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1080,Mycobacterium~phage~Turj99,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1081,Mycobacterium~phage~Tweety,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1082,Mycobacterium~phage~U2,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1083,Mycobacterium~phage~UncleHowie,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1084,Mycobacterium~phage~UnionJack,Caudovirales,Siphoviridae,Unassigned,1_0,Clustered,9,VC_1_0,9,0.25,1.0,0.25,1,1,1,0.75
1085,Mycobacterium~phage~Validus,Caudovirales,Siphoviridae,Unassigned,63_2,Clustered,12,VC_63_2,12,0.5044,1.0,0.5044,2,1,1,0.803
1086,Mycobacterium~phage~Velveteen,Caudovirales,Siphoviridae,Unassigned,16_0,Clustered,5,VC_16_0,5,0.0589,0.99998427,0.0589,2,1,1,0.7
1087,Mycobacterium~phage~Vincenzo,Caudovirales,Siphoviridae,Coopervirus,60_2,Clustered,11,VC_60_2,11,0.2424,1.0,0.2424,3,1,1,1.0
1088,Mycobacterium~phage~Violet,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1089,Mycobacterium~phage~Vista,Caudovirales,Siphoviridae,Pg1virus,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1090,Mycobacterium~phage~VohminGhazi,Caudovirales,Siphoviridae,Unassigned,18_1,Clustered,7,VC_18_1,7,0.1163,1.0,0.1163,1,1,1,1.0
1091,Mycobacterium~phage~Vortex,Caudovirales,Siphoviridae,Unassigned,60_0,Clustered,20,VC_60_0,20,0.551,1.0,0.551,2,1,1,1.0
1092,Mycobacterium~phage~Wanda,Caudovirales,Siphoviridae,Unassigned,0_1,Clustered,2,VC_0_1,2,0.0517,0.94494456,0.0488,1,1,1,1.0
1093,Mycobacterium~phage~Wee,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1094,Mycobacterium~phage~Wheeler,Caudovirales,Siphoviridae,Unassigned,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1095,Mycobacterium~phage~Whirlwind,Caudovirales,Siphoviridae,Unassigned,73_0,Clustered,9,VC_73_0,9,0.6713,1.0,0.6713,2,2,2,1.0
1096,Mycobacterium~phage~Wildcat,Caudovirales,Siphoviridae,Wildcatvirus,103_0,Clustered,2,VC_103_0,2,0.0557,0.95336529,0.0531,2,1,1,1.0
1097,Mycobacterium~phage~Wile,Caudovirales,Siphoviridae,Unassigned,1_2,Clustered,12,VC_1_2,12,0.2517,1.0,0.2517,2,1,1,1.0
1098,Mycobacterium~phage~XFactor,Caudovirales,Siphoviridae,Unassigned,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1099,Mycobacterium~phage~Xeno,Caudovirales,Siphoviridae,Charlievirus,32_0,Clustered,8,VC_32_0,8,0.3805,1.0,0.3805,4,1,1,1.0
1100,Mycobacterium~phage~Zaka,Caudovirales,Siphoviridae,Unassigned,18_1,Clustered,7,VC_18_1,7,0.1163,1.0,0.1163,1,1,1,1.0
1101,Mycobacterium~phage~ZoeJ,Caudovirales,Siphoviridae,Unassigned,63_2,Clustered,12,VC_63_2,12,0.5044,1.0,0.5044,2,1,1,0.803
1102,Mycobacterium~phage~vB_MapS_FF47,Caudovirales,Siphoviridae,Ff47virus,83_0,Clustered,2,VC_83_0,2,0.2261,0.95465106,0.2159,1,1,1,1.0
1103,Mycobacterium~virus~244,Caudovirales,Siphoviridae,Cjw1virus,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1104,Mycobacterium~virus~Acadian,Caudovirales,Siphoviridae,Acadianvirus,60_2,Clustered,11,VC_60_2,11,0.2424,1.0,0.2424,3,1,1,1.0
1105,Mycobacterium~virus~Alma,Caudovirales,Siphoviridae,L5virus,18_0,Clustered,3,VC_18_0,3,0.0486,0.99851017,0.0485,2,2,2,1.0
1106,Mycobacterium~virus~Angelica,Caudovirales,Siphoviridae,Tm4virus,63_2,Clustered,12,VC_63_2,12,0.5044,1.0,0.5044,2,1,1,0.803
1107,Mycobacterium~virus~Ardmore,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1108,Mycobacterium~virus~Bethlehem,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1109,Mycobacterium~virus~Billknuckles,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1110,Mycobacterium~virus~Boomer,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1111,Mycobacterium~virus~Bron,Caudovirales,Siphoviridae,Bronvirus,73_0,Clustered,9,VC_73_0,9,0.6713,1.0,0.6713,2,2,2,1.0
1112,Mycobacterium~virus~Bruns,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1113,Mycobacterium~virus~Bxb1,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1114,Mycobacterium~virus~Bxz2,Caudovirales,Siphoviridae,L5virus,1_1,Clustered,7,VC_1_1,7,0.1683,1.0,0.1683,2,1,1,1.0
1115,Mycobacterium~virus~CJW1,Caudovirales,Siphoviridae,Cjw1virus,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1116,Mycobacterium~virus~Che12,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1117,Mycobacterium~virus~Che8,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1118,Mycobacterium~virus~Corndog,Caudovirales,Siphoviridae,Corndogvirus,27_0,Clustered,4,VC_27_0,4,0.519,0.99998571,0.519,2,1,1,1.0
1119,Mycobacterium~virus~Courthouse,Caudovirales,Siphoviridae,Omegavirus,0_0,Clustered,3,VC_0_0,3,0.1104,0.9978256,0.1102,2,1,1,1.0
1120,Mycobacterium~virus~Crimd,Caudovirales,Siphoviridae,Tm4virus,63_2,Clustered,12,VC_63_2,12,0.5044,1.0,0.5044,2,1,1,0.803
1121,Mycobacterium~virus~D29,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1122,Mycobacterium~virus~Deadp,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1123,Mycobacterium~virus~Doom,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1124,Mycobacterium~virus~Drago,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1125,Mycobacterium~virus~Euphoria,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1126,Mycobacterium~virus~Faith1,Caudovirales,Siphoviridae,Bronvirus,73_0,Clustered,9,VC_73_0,9,0.6713,1.0,0.6713,2,2,2,1.0
1127,Mycobacterium~virus~Fionnbarth,Caudovirales,Siphoviridae,Tm4virus,63_0,Clustered,2,VC_63_0,2,0.0765,0.95497323,0.073,2,1,1,1.0
1128,Mycobacterium~virus~Firecracker,Caudovirales,Siphoviridae,Corndogvirus,27_0,Clustered,4,VC_27_0,4,0.519,0.99998571,0.519,2,1,1,1.0
1129,Mycobacterium~virus~Fruitloop,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1130,Mycobacterium~virus~Gumbie,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1131,Mycobacterium~virus~Halo,Caudovirales,Siphoviridae,Liefievirus,49_0,Clustered,9,VC_49_0,9,0.5315,1.0,0.5315,2,2,2,1.0
1132,Mycobacterium~virus~Jasper,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1133,Mycobacterium~virus~KBG,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1134,Mycobacterium~virus~Kostya,Caudovirales,Siphoviridae,Cjw1virus,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1135,Mycobacterium~virus~Kugel,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1136,Mycobacterium~virus~L5,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1137,Mycobacterium~virus~Larva,Caudovirales,Siphoviridae,Tm4virus,63_1,Clustered,5,VC_63_1,5,0.2368,0.99999994,0.2368,2,2,2,1.0
1138,Mycobacterium~virus~Liefie,Caudovirales,Siphoviridae,Liefievirus,49_0,Clustered,9,VC_49_0,9,0.5315,1.0,0.5315,2,2,2,1.0
1139,Mycobacterium~virus~Llij,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1140,Mycobacterium~virus~Lockley,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1141,Mycobacterium~virus~PMC,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1142,Mycobacterium~virus~Pacc40,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1143,Mycobacterium~virus~Peaches,Caudovirales,Siphoviridae,L5virus,1_2,Clustered,12,VC_1_2,12,0.2517,1.0,0.2517,2,1,1,1.0
1144,Mycobacterium~virus~Perseus,Caudovirales,Siphoviridae,L5virus,2_0,Clustered,46,VC_2_0,46,0.9934,1.0,0.9934,2,2,2,1.0
1145,Mycobacterium~virus~Porky,Caudovirales,Siphoviridae,Cjw1virus,61_0,Clustered,21,VC_61_0,21,0.8987,1.0,0.8987,2,1,1,1.0
1146,Mycobacterium~virus~Pukovnik,Caudovirales,Siphoviridae,L5virus,18_2,Clustered,28,VC_18_2,28,0.48,1.0,0.48,2,2,2,0.9339
1147,Mycobacterium~virus~Ramsey,Caudovirales,Siphoviridae,Che8virus,16_0,Clustered,5,VC_16_0,5,0.0589,0.99998427,0.0589,2,1,1,0.7
1148,Mycobacterium~virus~Rumpelstiltskin,Caudovirales,Siphoviridae,Bronvirus,73_0,Clustered,9,VC_73_0,9,0.6713,1.0,0.6713,2,2,2,1.0
1149,Mycobacterium~virus~SG4,Caudovirales,Siphoviridae,Che8virus,16_1,Clustered,35,VC_16_1,35,0.648,1.0,0.648,2,2,2,0.8101
1150,Myxococcus~phage~Mx8,Caudovirales,Podoviridae,Unassigned,127_0,Clustered,23,VC_127_0,23,0.6709,1.0,0.6709,1,2,2,1.0
1151,Nonlabens~phage~P12024L,Caudovirales,Siphoviridae,P12024virus,674_0,Clustered,2,VC_674_0,2,0.9766,0.72985431,0.7128,1,1,1,1.0
1152,Nonlabens~phage~P12024S,Caudovirales,Siphoviridae,P12024virus,674_0,Clustered,2,VC_674_0,2,0.9766,0.72985431,0.7128,1,1,1,1.0
1153,Oenococcus~phage~phi9805,Unassigned,Unassigned,Unassigned,157_0,Clustered,3,VC_157_0,3,0.5484,0.99718773,0.5469,1,1,1,1.0
1154,Oenococcus~phage~phiS11,Unassigned,Unassigned,Unassigned,157_0,Clustered,3,VC_157_0,3,0.5484,0.99718773,0.5469,1,1,1,1.0
1155,Oenococcus~phage~phiS13,Unassigned,Unassigned,Unassigned,157_0,Clustered,3,VC_157_0,3,0.5484,0.99718773,0.5469,1,1,1,1.0
1156,Paenibacillus~phage~Diva,Caudovirales,Siphoviridae,Sitaravirus,180_0,Clustered,7,VC_180_0,7,0.6251,1.0,0.6251,2,2,1,1.0
1157,Paenibacillus~phage~Fern,Caudovirales,Siphoviridae,Sitaravirus,180_0,Clustered,7,VC_180_0,7,0.6251,1.0,0.6251,2,2,1,1.0
1158,Paenibacillus~phage~HB10c2,Caudovirales,Siphoviridae,Sitaravirus,180_0,Clustered,7,VC_180_0,7,0.6251,1.0,0.6251,2,2,1,1.0
1159,Paenibacillus~phage~PG1,Caudovirales,Siphoviridae,Unassigned,574_0,Clustered,2,VC_574_0,2,0.5958,0.82711071,0.4928,1,2,2,1.0
1160,Paenibacillus~phage~Rani,Caudovirales,Siphoviridae,Sitaravirus,180_0,Clustered,7,VC_180_0,7,0.6251,1.0,0.6251,2,2,1,1.0
1161,Paenibacillus~phage~Sitara,Caudovirales,Siphoviridae,Sitaravirus,180_0,Clustered,7,VC_180_0,7,0.6251,1.0,0.6251,2,2,1,1.0
1162,Paenibacillus~phage~Xenia,Caudovirales,Siphoviridae,Unassigned,180_0,Clustered,7,VC_180_0,7,0.6251,1.0,0.6251,2,2,1,1.0
1163,Paenibacillus~phage~phiIBB_Pl23,Caudovirales,Unassigned,Unassigned,180_0,Clustered,7,VC_180_0,7,0.6251,1.0,0.6251,2,2,1,1.0
1164,Parabacteroides~phage~YZ-2015a,Unassigned,Microviridae,Unassigned,539_0,Clustered,3,VC_539_0,3,0.6108,0.95457004,0.583,1,1,1,1.0
1165,Parabacteroides~phage~YZ-2015b,Unassigned,Microviridae,Unassigned,539_0,Clustered,3,VC_539_0,3,0.6108,0.95457004,0.583,1,1,1,1.0
1166,Pasteurella~phage~F108,Caudovirales,Myoviridae,Hp1virus,130_0,Clustered,7,VC_130_0,7,0.5337,1.0,0.5337,2,2,2,1.0
1167,Pectobacterium~phage~PM1,Caudovirales,Myoviridae,Unassigned,572_0,Clustered,5,VC_572_0,5,1.0,1.0,1.0,1,1,1,1.0
1168,Pectobacterium~phage~PP1,Caudovirales,Podoviridae,Unassigned,289_0,Clustered,14,VC_289_0,14,0.915,1.0,0.915,2,2,2,1.0
1169,Pediococcus~virus~cIP1,Caudovirales,Siphoviridae,Phijl1virus,94_0,Clustered,2,VC_94_0,2,0.5403,0.91237788,0.493,1,1,1,1.0
